0.025516	0.102035	-0.059516	-0.208902	-0.085292	-0.185025	-0.013873	0.032647	-0.050929	-0.101367	0.074169	0.116576	-0.038200	0.096448	0.034421	-0.045201	-0.135524	0.028461	-0.084536	-0.137121	-0.164022	0.041590	-0.075884	0.017514	-0.126279	0.010472	0.297818	0.130935	-0.163296	-0.046984	-0.045687	0.401522	0.085092	0.091204	0.200708	-0.032766	-0.060949	0.138663	0.004516	-0.121124	0.085383	0.003707	-0.156012	0.280071	0.001823	0.173040	0.132186	-0.099753	-0.025475	0.202213	0.275889	-0.034332	-0.011594	0.062748	0.089045	-0.114433	0.022912	-0.053318	0.027839	0.094197	0.092434	-0.053019	-0.027598	-0.013556	0.017490	0.091674	-0.053554	0.290671	0.016332	0.271878	0.099682	0.066419	0.027705	-0.112599	-0.097181	0.041324	0.118373	-0.124198	0.134448	-0.137795	0.257196	0.131198	0.021057	-0.094002	-0.142618	0.030334	-0.101493	0.262296	0.073912	0.050020	0.337040	0.158646	-0.208179	-0.121417	-0.082970	0.044153	-0.102396	-0.068240	-0.054288	-0.102668	
0.081588	0.210418	-0.017639	-0.051725	-0.103850	0.027339	0.070750	-0.099189	0.002510	0.173560	-0.010464	0.045454	0.265735	-0.071681	-0.160792	0.143381	0.059801	-0.257285	0.014497	-0.320458	-0.197148	0.139326	-0.081732	0.227265	0.114430	0.055066	-0.083062	-0.137254	0.051548	-0.150994	0.342079	0.242696	-0.043425	0.224500	0.161090	0.382571	0.162390	-0.209451	-0.041157	0.008738	0.010741	-0.133614	-0.072063	0.162146	-0.231141	-0.075539	-0.103009	0.213342	0.051187	0.157919	-0.044104	-0.234479	0.340966	0.069609	0.036999	-0.163950	0.014106	0.057653	0.097418	-0.008828	0.014644	0.072711	0.059889	0.115791	0.061827	-0.013101	-0.058691	0.077142	0.112237	-0.108138	-0.018903	0.041683	0.043006	-0.221203	0.041417	0.074016	0.178802	-0.097288	0.083449	-0.064345	0.137874	-0.097796	-0.118751	-0.048820	0.041014	-0.097075	-0.476356	-0.107952	-0.036688	-0.409128	-0.088759	0.269475	0.043617	-0.117571	0.138064	-0.071452	0.271351	0.073788	0.024723	0.184122	
0.088145	-0.254874	-0.088044	0.100200	0.016716	-0.063563	0.115324	-0.117705	0.050603	0.163184	-0.098402	0.036676	-0.284278	0.038800	0.073493	-0.079574	0.200468	-0.011843	0.109352	0.172250	0.320560	0.029453	0.026058	-0.043969	-0.131030	-0.140250	0.103872	-0.114110	0.007449	0.048127	-0.376917	-0.334907	0.172926	0.213122	-0.205394	-0.119733	-0.198802	0.045328	-0.089381	-0.329933	-0.023370	0.005834	0.214699	-0.544664	-0.105282	0.028051	0.014131	-0.096201	0.014705	-0.181749	-0.076007	0.044204	0.053070	-0.181749	-0.208359	-0.110590	0.040210	-0.064788	0.260326	-0.087803	0.118205	-0.027149	-0.016084	0.109312	-0.065058	-0.132495	-0.008809	-0.213019	0.040781	-0.132947	0.069575	0.077100	-0.166621	-0.012658	-0.437656	-0.167225	0.146055	-0.144957	-0.129109	0.241145	0.110427	0.091761	-0.010773	-0.018412	0.005214	0.013599	0.343744	0.029224	-0.053615	0.197282	-0.004881	-0.193128	-0.243118	-0.029591	0.092449	-0.135289	-0.010833	-0.105848	0.123307	-0.191151	
0.135791	-0.101614	-0.142223	-0.374169	0.004373	-0.105010	-0.089091	-0.138287	-0.350085	-0.151190	-0.091387	-0.213790	-0.108103	-0.050235	-0.141520	0.068020	-0.132251	-0.086810	0.099892	-0.181713	-0.393393	-0.117518	-0.054782	-0.001888	0.076420	-0.139074	0.013022	-0.086902	0.098092	0.109937	-0.119244	-0.238096	0.080854	0.152911	-0.115965	-0.094340	0.003829	0.146518	-0.021273	0.274085	-0.047678	-0.108328	-0.100223	0.320903	0.319901	-0.037635	0.015140	0.031067	0.051055	-0.045312	-0.065346	0.263148	-0.374021	-0.010759	0.111855	0.105830	-0.119007	0.044025	-0.164215	0.177019	0.099789	-0.222605	0.120917	-0.073536	-0.029363	0.024974	-0.089102	0.099226	-0.092131	-0.195496	-0.071130	0.000334	0.160801	0.118683	0.284669	0.038705	-0.012930	0.041258	0.022405	0.050570	-0.073492	-0.175136	-0.035454	0.030053	-0.178092	0.108117	-0.177309	-0.163592	-0.076900	0.029650	0.074856	-0.253503	-0.179393	0.066475	-0.037092	-0.001933	-0.389909	-0.154875	0.070040	0.100146	
-0.076113	-0.080833	0.076618	-0.066973	0.092492	0.029935	-0.101345	0.394153	0.051095	0.055425	-0.069057	-0.059049	0.135164	-0.148267	0.009357	0.039083	-0.281915	-0.193947	0.143263	0.253818	-0.216215	-0.001927	-0.119921	0.050920	0.076693	-0.128705	-0.068905	0.141117	-0.309779	0.148431	0.022984	-0.196551	-0.109680	-0.091660	0.103759	-0.097955	-0.031855	0.158075	0.482743	0.037810	0.077617	-0.038244	0.151083	-0.128927	-0.246102	0.047823	-0.031631	0.002823	-0.128964	0.007890	0.112099	-0.247913	-0.310839	-0.054866	-0.058308	0.067448	-0.102160	0.173926	-0.149069	0.036526	-0.094875	-0.009445	-0.272652	0.036360	0.045300	0.104075	0.082426	-0.156851	-0.346285	0.130009	-0.210818	-0.116956	-0.189660	-0.053837	0.284850	0.124648	-0.074391	0.042922	-0.077442	-0.209989	0.054441	0.284386	0.116366	0.015501	0.091426	-0.205590	0.021986	-0.082892	0.096531	-0.155904	0.051588	-0.148635	0.180604	0.053937	-0.228624	-0.035932	-0.126577	0.083318	-0.009836	-0.202770	
0.141543	0.115704	-0.057655	-0.063448	-0.100150	-0.055211	-0.207010	-0.028361	-0.172591	-0.092818	0.007140	0.194702	-0.013891	-0.079847	0.001913	0.036529	0.039839	0.321480	0.052990	-0.250824	0.187809	0.062533	-0.144812	0.069498	0.129640	-0.008345	0.233760	-0.143131	-0.000152	-0.099647	-0.121116	0.263837	-0.042068	0.053670	0.087231	0.226642	-0.186772	0.189150	-0.132782	0.154573	-0.094616	0.150134	-0.039013	-0.025853	0.028145	-0.161262	-0.077147	-0.146132	0.063868	0.114942	0.078875	0.036229	-0.021687	0.057576	0.047252	-0.036227	0.069400	-0.160947	-0.034287	-0.124215	-0.121668	-0.105712	0.088483	-0.096215	-0.110363	-0.108090	0.100566	0.044105	-0.102842	0.209508	0.140973	-0.056866	-0.110460	-0.101926	0.164163	0.082905	0.006075	0.105366	0.129852	0.076164	0.130466	0.032598	-0.096638	-0.062778	0.036661	-0.221786	-0.147920	0.282927	-0.051202	-0.156847	0.163194	0.134424	-0.258757	0.023970	-0.074227	-0.148804	-0.245122	0.010442	-0.003466	-0.028298	
-0.131967	-0.094517	-0.095507	-0.054371	-0.101908	0.093799	-0.010846	0.086613	0.012438	0.186714	-0.150547	0.012162	0.079980	-0.062407	0.008863	0.127715	-0.057524	-0.106912	-0.110809	-0.331508	-0.087349	-0.032189	0.026510	-0.093425	0.112297	0.195414	0.065739	-0.029184	0.028805	0.061099	0.170166	0.135854	-0.124281	0.142850	0.039375	0.215302	-0.013488	0.057256	-0.072474	-0.144621	-0.075977	-0.078755	-0.009873	-0.199310	-0.025495	-0.060511	-0.036020	0.013937	-0.401667	0.112323	0.207408	-0.244282	-0.008616	0.039410	0.100155	-0.097108	0.028903	0.210967	-0.088422	0.190667	-0.146160	0.094540	-0.071028	0.070903	0.031670	0.083453	0.042595	-0.057675	0.325965	-0.016867	0.089840	-0.058821	0.159091	0.028608	0.228319	-0.079160	0.014561	0.042110	-0.092117	-0.101533	0.026202	0.128434	-0.043701	0.230142	-0.129831	0.062213	-0.590463	0.120292	-0.238711	-0.172033	0.122362	0.219639	-0.005612	0.051262	0.084276	-0.033385	0.169289	-0.111207	-0.239033	-0.284966	
-0.047358	-0.146762	-0.100118	0.268928	0.109240	0.007388	0.187280	0.099082	0.182692	0.108506	0.069922	0.229442	0.097172	-0.106112	0.461970	0.052488	0.076135	-0.160299	-0.030276	-0.513776	0.051792	-0.088835	-0.114663	0.136749	-0.141130	0.289705	0.012918	0.057353	-0.039592	0.044493	-0.085079	0.170460	0.371399	0.014187	-0.029893	-0.219195	0.396264	0.040523	0.182303	-0.037700	0.071354	0.038357	0.117583	-0.278218	-0.002988	-0.141496	-0.077447	-0.195127	-0.060459	0.081773	-0.072844	-0.345824	-0.037626	-0.042749	0.013868	-0.147955	0.141680	0.031666	0.134492	-0.326298	-0.013533	-0.090343	0.267987	0.115004	-0.368935	-0.132354	-0.100464	0.143566	0.225671	-0.095354	-0.080848	-0.072215	0.211730	0.090164	-0.107793	-0.070254	-0.039961	-0.072415	-0.151188	0.080019	0.047089	0.029682	0.008745	0.171348	0.048103	0.140956	0.018144	0.111525	-0.013649	-0.178094	-0.085644	0.090816	0.180830	-0.093840	0.081102	0.039939	0.188920	-0.019695	-0.049434	0.102474	
0.015687	0.114642	-0.051669	0.026189	0.060228	0.015995	-0.028567	-0.185624	-0.293207	-0.006815	-0.086279	-0.073525	-0.102264	-0.098058	-0.147050	0.073335	0.068524	0.211753	0.067713	0.171714	0.114243	-0.052310	0.015717	0.006909	-0.023046	-0.346629	-0.213600	0.007985	0.113280	0.048890	-0.024710	-0.082289	0.012049	0.370311	-0.119565	-0.131240	0.091232	-0.187444	0.209712	-0.062362	0.022246	0.080567	0.023352	0.211522	-0.265596	0.081890	0.106995	0.133014	0.164667	-0.018372	0.034562	0.187582	0.117925	-0.007522	0.011290	0.051741	0.023216	-0.283221	-0.015843	-0.045022	0.043646	0.069010	-0.138892	-0.027276	-0.057133	0.053798	0.017358	0.073309	-0.341919	0.047884	-0.174654	-0.127495	-0.013046	-0.186940	-0.356052	0.081483	0.116772	-0.070945	-0.118986	0.080602	0.036453	-0.033386	-0.058545	-0.143337	-0.161122	-0.107680	0.182970	-0.153291	0.038692	0.162104	-0.089639	0.009408	-0.168275	-0.053267	-0.170109	-0.039733	-0.204973	-0.009900	0.049604	0.000667	
0.074880	0.109470	-0.170138	0.153331	-0.004187	0.006111	-0.115226	-0.256118	0.120208	0.140427	-0.037936	-0.052864	-0.083356	-0.013370	-0.060168	-0.276695	0.016834	-0.289815	-0.077507	-0.879250	-0.098888	0.097145	-0.259421	-0.063868	0.006332	0.027476	-0.039495	-0.085981	0.052952	0.050086	0.097666	-0.467860	-0.088079	0.102125	-0.066345	0.143109	-0.129501	0.133714	0.072512	-0.047464	-0.090297	0.034036	-0.129337	0.071078	0.104164	0.152408	0.050531	-0.297814	-0.274517	-0.027126	0.080357	0.260668	0.256469	-0.067710	0.035914	-0.165280	-0.118800	-0.037331	-0.116391	-0.270403	0.083335	-0.309590	-0.026839	0.126992	0.030562	-0.019183	0.112873	0.137722	-0.014712	0.055179	-0.002133	0.044098	-0.000838	-0.312160	0.017018	-0.064585	-0.068271	-0.003362	0.017283	0.059796	0.128096	0.170933	-0.179165	0.099215	-0.023941	-0.080537	-0.293002	0.004380	0.099170	0.231472	0.234900	-0.023999	-0.095039	-0.068093	-0.101865	0.044930	-0.191379	-0.109608	-0.244635	0.119015	
